movieCd,link,image,userRating
20183238,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171725,https://ssl.pstatic.net/imgmovie/mdi/mit110/1717/171725_P18_175530.jpg,9.21
20177552,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164192,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164192_P45_134107.jpg,8.16
20179230,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171755,https://ssl.pstatic.net/imgmovie/mdi/mit110/1717/171755_P39_140011.jpg,6.01
20183375,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172187,https://ssl.pstatic.net/imgmovie/mdi/mit110/1721/172187_P19_110125.jpg,8.97
20189843,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158622,https://ssl.pstatic.net/imgmovie/mdi/mit110/1586/158622_P18_142307.jpg,7.16
20182082,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171452,https://ssl.pstatic.net/imgmovie/mdi/mit110/1714/171452_P19_174244.jpg,7.81
20178825,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156496,https://ssl.pstatic.net/imgmovie/mdi/mit110/1564/156496_P24_153246.jpg,6.15
20183745,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180384,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180384_P14_152246.jpg,7.73
20177538,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167638,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167638_P71_133542.jpg,8.63
20184481,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174835,https://ssl.pstatic.net/imgmovie/mdi/mit110/1748/174835_P26_105639.jpg,7.52
20181905,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144266,https://ssl.pstatic.net/imgmovie/mdi/mit110/1442/144266_P15_111933.jpg,6.61
20176814,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154255,https://ssl.pstatic.net/imgmovie/mdi/mit110/1542/154255_P24_095824.jpg,6.18
20183073,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144906,https://ssl.pstatic.net/imgmovie/mdi/mit110/1449/144906_P15_103017.jpg,9.53
20181171,https://movie.naver.com/movie/bi/mi/basic.nhn?code=173692,https://ssl.pstatic.net/imgmovie/mdi/mit110/1736/173692_P12_102159.jpg,9.17
20183007,https://movie.naver.com/movie/bi/mi/basic.nhn?code=161868,https://ssl.pstatic.net/imgmovie/mdi/mit110/1618/161868_P24_151256.jpg,7.88
20182966,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179138,https://ssl.pstatic.net/imgmovie/mdi/mit110/1791/179138_P01_151818.jpg,4.54
20183050,https://movie.naver.com/movie/bi/mi/basic.nhn?code=176354,https://ssl.pstatic.net/imgmovie/mdi/mit110/1763/176354_P13_150227.jpg,9.31
20182935,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179139,https://ssl.pstatic.net/imgmovie/mdi/mit110/1791/179139_P14_100455.jpg,8.76
20182669,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154653,https://ssl.pstatic.net/imgmovie/mdi/mit110/1546/154653_P12_102646.jpg,8.84
20186822,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175318,https://ssl.pstatic.net/imgmovie/mdi/mit110/1753/175318_P15_105507.jpg,8.25
20170513,https://movie.naver.com/movie/bi/mi/basic.nhn?code=166610,https://ssl.pstatic.net/imgmovie/mdi/mit110/1666/166610_P58_154049.jpg,5.33
20189869,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164147,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164147_P46_165808.jpg,7.49
20174981,https://movie.naver.com/movie/bi/mi/basic.nhn?code=160487,https://ssl.pstatic.net/imgmovie/mdi/mit110/1604/160487_P48_113750.jpg,5.07
20010291,https://movie.naver.com/movie/bi/mi/basic.nhn?code=30688,https://ssl.pstatic.net/imgmovie/mdi/mit110/0306/30688_P28_142632.jpg,9.22
20179006,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171750,https://ssl.pstatic.net/imgmovie/mdi/mit110/1717/171750_P05_173050.jpg,4.21
20181404,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164155,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164155_P03_122329.jpg,6.03
20180523,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168050,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168050_P19_100458.jpg,9.15
20182693,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172819,https://ssl.pstatic.net/imgmovie/mdi/mit110/1728/172819_P01_163303.jpg,7.39
20180987,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170879,https://ssl.pstatic.net/imgmovie/mdi/mit110/1708/170879_P03_161546.jpg,6.30
20179189,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167105,https://ssl.pstatic.net/imgmovie/mdi/mit110/1671/167105_P28_103614.jpg,8.32
20189067,https://movie.naver.com/movie/bi/mi/basic.nhn?code=155356,https://ssl.pstatic.net/imgmovie/mdi/mit110/1553/155356_P29_104216.jpg,9.10
20182403,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168047,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168047_P06_140254.jpg,7.05
20186321,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168058,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168058_P18_101211.jpg,6.95
20177221,https://movie.naver.com/movie/bi/mi/basic.nhn?code=119428,https://ssl.pstatic.net/imgmovie/mdi/mit110/1194/119428_P08_114709.jpg,7.90
20189123,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168023,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168023_P15_161116.jpg,8.95
20176122,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163533,https://ssl.pstatic.net/imgmovie/mdi/mit110/1635/163533_P99_105455.jpg,8.00
20184678,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174807,https://ssl.pstatic.net/imgmovie/mdi/mit110/1748/174807_P19_111000.jpg,5.35
20187521,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177381,https://ssl.pstatic.net/imgmovie/mdi/mit110/1773/177381_P01_144141.jpg,6.63
20180628,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167481,https://ssl.pstatic.net/imgmovie/mdi/mit110/1674/167481_P05_145414.jpg,7.03
20180770,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178402,https://ssl.pstatic.net/imgmovie/mdi/mit110/1784/178402_P16_115047.jpg,5.15
20189462,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158620,https://ssl.pstatic.net/imgmovie/mdi/mit110/1586/158620_P19_101107.jpg,8.51
20177308,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164106,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164106_P16_135532.jpg,7.36
20188661,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170824,https://ssl.pstatic.net/imgmovie/mdi/mit110/1708/170824_P15_182407.jpg,7.53
20172204,https://movie.naver.com/movie/bi/mi/basic.nhn?code=162981,https://ssl.pstatic.net/imgmovie/mdi/mit110/1629/162981_P72_153440.jpg,7.06
20167903,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152156,https://ssl.pstatic.net/imgmovie/mdi/mit110/1521/152156_P76_134247.jpg,6.63
20189262,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168049,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168049_P02_145901.jpg,6.67
20185046,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184543,https://ssl.pstatic.net/imgmovie/mdi/mit110/1845/184543_P01_155230.png,0.00
